,Unnamed: 0,session_id,timestamp,user_id,product_id,event_type,offered_discount,purchase_id
93,93,137,2021-02-27 00:11:53,102,1001,VIEW_PRODUCT,20,
94,94,137,2021-02-27 00:14:33,102,1001,BUY_PRODUCT,20,20006.0
95,95,138,2021-03-05 14:13:50,102,1233,VIEW_PRODUCT,15,
96,96,138,2021-03-05 14:18:46,102,1234,VIEW_PRODUCT,15,
99,99,140,2021-03-16 17:00:52,102,1276,VIEW_PRODUCT,20,
100,100,140,2021-03-16 17:03:37,102,1277,VIEW_PRODUCT,20,
101,101,140,2021-03-16 17:07:38,102,1277,BUY_PRODUCT,20,20007.0
102,102,141,2021-03-20 16:59:51,102,1002,VIEW_PRODUCT,5,
103,103,141,2021-03-20 17:02:36,102,1003,VIEW_PRODUCT,5,
104,104,141,2021-03-20 17:05:14,102,1075,VIEW_PRODUCT,5,
105,105,141,2021-03-20 17:05:39,102,1076,VIEW_PRODUCT,5,
106,106,141,2021-03-20 17:08:38,102,1077,VIEW_PRODUCT,5,
107,107,141,2021-03-20 17:10:01,102,1078,VIEW_PRODUCT,5,
108,108,141,2021-03-20 17:14:53,102,1079,VIEW_PRODUCT,5,
109,109,141,2021-03-20 17:18:41,102,1080,VIEW_PRODUCT,5,
110,110,141,2021-03-20 17:22:20,102,1081,VIEW_PRODUCT,5,
111,111,141,2021-03-20 17:22:52,102,1002,VIEW_PRODUCT,5,
112,112,141,2021-03-20 17:23:13,102,1003,VIEW_PRODUCT,5,
113,113,141,2021-03-20 17:27:25,102,1075,VIEW_PRODUCT,5,
114,114,141,2021-03-20 17:31:51,102,1076,VIEW_PRODUCT,5,
115,115,141,2021-03-20 17:32:47,102,1077,VIEW_PRODUCT,5,
116,116,141,2021-03-20 17:36:41,102,1078,VIEW_PRODUCT,5,
117,117,141,2021-03-20 17:41:39,102,1079,VIEW_PRODUCT,5,
118,118,141,2021-03-20 17:45:32,102,1080,VIEW_PRODUCT,5,
119,119,141,2021-03-20 17:49:41,102,1081,VIEW_PRODUCT,5,
120,120,142,2021-03-23 05:15:47,102,1017,VIEW_PRODUCT,20,
121,121,142,2021-03-23 05:18:43,102,1025,VIEW_PRODUCT,20,
122,122,142,2021-03-23 05:18:58,102,1030,VIEW_PRODUCT,20,
123,123,142,2021-03-23 05:19:39,102,1032,VIEW_PRODUCT,20,
124,124,142,2021-03-23 05:20:33,102,1033,VIEW_PRODUCT,20,
125,125,142,2021-03-23 05:20:54,102,1034,VIEW_PRODUCT,20,
126,126,142,2021-03-23 05:22:08,102,1036,VIEW_PRODUCT,20,
127,127,142,2021-03-23 05:25:44,102,1037,VIEW_PRODUCT,20,
128,128,142,2021-03-23 05:30:05,102,1038,VIEW_PRODUCT,20,
129,129,142,2021-03-23 05:35:03,102,1039,VIEW_PRODUCT,20,
130,130,143,2021-04-01 14:42:13,102,1276,VIEW_PRODUCT,15,
131,131,143,2021-04-01 14:42:23,102,1277,VIEW_PRODUCT,15,
132,132,144,2021-04-03 07:55:09,102,1278,VIEW_PRODUCT,0,
133,133,144,2021-04-03 07:56:45,102,1281,VIEW_PRODUCT,0,
143,143,146,2021-04-07 16:47:53,102,1072,VIEW_PRODUCT,5,
144,144,146,2021-04-07 16:47:58,102,1073,VIEW_PRODUCT,5,
145,145,146,2021-04-07 16:48:34,102,1074,VIEW_PRODUCT,5,
146,146,146,2021-04-07 16:49:13,102,1201,VIEW_PRODUCT,5,
147,147,146,2021-04-07 16:52:30,102,1222,VIEW_PRODUCT,5,
148,148,146,2021-04-07 16:52:36,102,1222,BUY_PRODUCT,5,20008.0
149,149,147,2021-04-14 21:33:31,102,1318,VIEW_PRODUCT,20,
150,150,148,2021-04-21 17:22:38,102,1278,VIEW_PRODUCT,15,
151,151,148,2021-04-21 17:25:34,102,1281,VIEW_PRODUCT,15,
152,152,149,2021-04-21 23:19:31,102,1001,VIEW_PRODUCT,20,
153,153,149,2021-04-21 23:24:24,102,1002,VIEW_PRODUCT,20,
154,154,149,2021-04-21 23:26:12,102,1003,VIEW_PRODUCT,20,
155,155,149,2021-04-21 23:31:10,102,1075,VIEW_PRODUCT,20,
156,156,149,2021-04-21 23:33:35,102,1076,VIEW_PRODUCT,20,
157,157,149,2021-04-21 23:35:47,102,1077,VIEW_PRODUCT,20,
158,158,149,2021-04-21 23:40:29,102,1078,VIEW_PRODUCT,20,
159,159,149,2021-04-21 23:42:33,102,1079,VIEW_PRODUCT,20,
160,160,149,2021-04-21 23:47:19,102,1080,VIEW_PRODUCT,20,
161,161,149,2021-04-21 23:47:55,102,1081,VIEW_PRODUCT,20,
162,162,150,2021-04-26 22:54:17,102,1233,VIEW_PRODUCT,10,
163,163,150,2021-04-26 22:55:03,102,1234,VIEW_PRODUCT,10,
164,164,151,2021-05-07 08:30:31,102,1315,VIEW_PRODUCT,20,
165,165,151,2021-05-07 08:33:46,102,1316,VIEW_PRODUCT,20,
166,166,151,2021-05-07 08:38:06,102,1317,VIEW_PRODUCT,20,
167,167,151,2021-05-07 08:40:27,102,1319,VIEW_PRODUCT,20,
168,168,151,2021-05-07 08:44:54,102,1319,BUY_PRODUCT,20,20009.0
169,169,152,2021-05-07 22:57:48,102,1017,VIEW_PRODUCT,20,
170,170,152,2021-05-07 22:59:24,102,1025,VIEW_PRODUCT,20,
171,171,152,2021-05-07 23:00:13,102,1030,VIEW_PRODUCT,20,
172,172,152,2021-05-07 23:00:18,102,1032,VIEW_PRODUCT,20,
173,173,152,2021-05-07 23:01:04,102,1033,VIEW_PRODUCT,20,
174,174,152,2021-05-07 23:01:29,102,1034,VIEW_PRODUCT,20,
175,175,152,2021-05-07 23:04:24,102,1036,VIEW_PRODUCT,20,
176,176,152,2021-05-07 23:07:11,102,1037,VIEW_PRODUCT,20,
177,177,152,2021-05-07 23:12:05,102,1038,VIEW_PRODUCT,20,
178,178,152,2021-05-07 23:13:15,102,1039,VIEW_PRODUCT,20,
179,179,152,2021-05-07 23:14:47,102,1039,BUY_PRODUCT,20,20010.0
180,180,153,2021-05-09 15:37:24,102,1283,VIEW_PRODUCT,0,
181,181,154,2021-05-14 23:12:15,102,1017,VIEW_PRODUCT,15,
182,182,154,2021-05-14 23:15:08,102,1025,VIEW_PRODUCT,15,
183,183,154,2021-05-14 23:19:57,102,1030,VIEW_PRODUCT,15,
184,184,154,2021-05-14 23:23:11,102,1032,VIEW_PRODUCT,15,
185,185,154,2021-05-14 23:24:09,102,1033,VIEW_PRODUCT,15,
186,186,154,2021-05-14 23:25:38,102,1034,VIEW_PRODUCT,15,
187,187,154,2021-05-14 23:26:52,102,1036,VIEW_PRODUCT,15,
188,188,154,2021-05-14 23:27:05,102,1037,VIEW_PRODUCT,15,
189,189,154,2021-05-14 23:30:48,102,1038,VIEW_PRODUCT,15,
190,190,154,2021-05-14 23:33:00,102,1039,VIEW_PRODUCT,15,
191,191,155,2021-05-17 15:11:01,102,1233,VIEW_PRODUCT,0,
192,192,155,2021-05-17 15:15:03,102,1234,VIEW_PRODUCT,0,
193,193,156,2021-05-18 23:56:10,102,1276,VIEW_PRODUCT,0,
194,194,156,2021-05-18 23:57:57,102,1277,VIEW_PRODUCT,0,
195,195,157,2021-05-25 19:03:43,102,1002,VIEW_PRODUCT,15,
196,196,157,2021-05-25 19:07:34,102,1003,VIEW_PRODUCT,15,
197,197,157,2021-05-25 19:12:27,102,1075,VIEW_PRODUCT,15,
198,198,157,2021-05-25 19:13:12,102,1076,VIEW_PRODUCT,15,
199,199,157,2021-05-25 19:15:08,102,1077,VIEW_PRODUCT,15,
200,200,157,2021-05-25 19:19:26,102,1078,VIEW_PRODUCT,15,
201,201,157,2021-05-25 19:23:49,102,1079,VIEW_PRODUCT,15,
202,202,157,2021-05-25 19:26:00,102,1080,VIEW_PRODUCT,15,
203,203,157,2021-05-25 19:28:33,102,1081,VIEW_PRODUCT,15,
204,204,158,2021-06-06 14:29:42,102,1278,VIEW_PRODUCT,15,
205,205,158,2021-06-06 14:31:55,102,1281,VIEW_PRODUCT,15,
206,206,159,2021-06-10 10:06:34,102,1072,VIEW_PRODUCT,15,
207,207,159,2021-06-10 10:07:16,102,1073,VIEW_PRODUCT,15,
208,208,159,2021-06-10 10:07:32,102,1074,VIEW_PRODUCT,15,
209,209,159,2021-06-10 10:10:33,102,1201,VIEW_PRODUCT,15,
210,210,159,2021-06-10 10:11:19,102,1222,VIEW_PRODUCT,15,
211,211,159,2021-06-10 10:13:09,102,1222,BUY_PRODUCT,15,20011.0
225,225,161,2021-06-26 22:09:47,102,1017,VIEW_PRODUCT,15,
226,226,161,2021-06-26 22:11:01,102,1025,VIEW_PRODUCT,15,
227,227,161,2021-06-26 22:12:21,102,1030,VIEW_PRODUCT,15,
228,228,161,2021-06-26 22:15:06,102,1032,VIEW_PRODUCT,15,
229,229,161,2021-06-26 22:15:36,102,1033,VIEW_PRODUCT,15,
230,230,161,2021-06-26 22:19:17,102,1034,VIEW_PRODUCT,15,
231,231,161,2021-06-26 22:23:42,102,1036,VIEW_PRODUCT,15,
232,232,161,2021-06-26 22:27:16,102,1037,VIEW_PRODUCT,15,
233,233,161,2021-06-26 22:28:12,102,1038,VIEW_PRODUCT,15,
234,234,161,2021-06-26 22:30:10,102,1039,VIEW_PRODUCT,15,
235,235,162,2021-07-09 04:13:35,102,1318,VIEW_PRODUCT,0,
236,236,162,2021-07-09 04:16:24,102,1318,BUY_PRODUCT,0,20013.0
260,260,165,2021-07-19 06:31:24,102,1017,VIEW_PRODUCT,15,
261,261,165,2021-07-19 06:33:18,102,1025,VIEW_PRODUCT,15,
262,262,165,2021-07-19 06:36:07,102,1030,VIEW_PRODUCT,15,
263,263,165,2021-07-19 06:39:18,102,1032,VIEW_PRODUCT,15,
264,264,165,2021-07-19 06:40:24,102,1033,VIEW_PRODUCT,15,
265,265,165,2021-07-19 06:43:48,102,1034,VIEW_PRODUCT,15,
266,266,165,2021-07-19 06:46:31,102,1036,VIEW_PRODUCT,15,
267,267,165,2021-07-19 06:47:01,102,1037,VIEW_PRODUCT,15,
268,268,165,2021-07-19 06:51:25,102,1038,VIEW_PRODUCT,15,
269,269,165,2021-07-19 06:52:01,102,1039,VIEW_PRODUCT,15,
270,270,165,2021-07-19 06:55:34,102,1278,VIEW_PRODUCT,15,
271,271,165,2021-07-19 06:55:42,102,1281,VIEW_PRODUCT,15,
272,272,166,2021-07-21 07:51:35,102,1004,VIEW_PRODUCT,5,
273,273,166,2021-07-21 07:55:33,102,1005,VIEW_PRODUCT,5,
274,274,166,2021-07-21 07:59:23,102,1006,VIEW_PRODUCT,5,
275,275,166,2021-07-21 08:02:34,102,1007,VIEW_PRODUCT,5,
276,276,166,2021-07-21 08:03:36,102,1008,VIEW_PRODUCT,5,
277,277,166,2021-07-21 08:05:58,102,1009,VIEW_PRODUCT,5,
278,278,166,2021-07-21 08:09:40,102,1010,VIEW_PRODUCT,5,
279,279,166,2021-07-21 08:10:37,102,1011,VIEW_PRODUCT,5,
280,280,166,2021-07-21 08:13:58,102,1012,VIEW_PRODUCT,5,
281,281,166,2021-07-21 08:15:42,102,1013,VIEW_PRODUCT,5,
282,282,166,2021-07-21 08:18:39,102,1048,VIEW_PRODUCT,5,
283,283,166,2021-07-21 08:22:27,102,1049,VIEW_PRODUCT,5,
284,284,166,2021-07-21 08:24:33,102,1050,VIEW_PRODUCT,5,
285,285,166,2021-07-21 08:29:28,102,1051,VIEW_PRODUCT,5,
286,286,166,2021-07-21 08:34:23,102,1052,VIEW_PRODUCT,5,
287,287,166,2021-07-21 08:36:15,102,1053,VIEW_PRODUCT,5,
288,288,166,2021-07-21 08:41:11,102,1054,VIEW_PRODUCT,5,
289,289,166,2021-07-21 08:43:13,102,1055,VIEW_PRODUCT,5,
290,290,166,2021-07-21 08:44:21,102,1056,VIEW_PRODUCT,5,
291,291,166,2021-07-21 08:46:32,102,1057,VIEW_PRODUCT,5,
292,292,167,2021-07-22 22:38:58,102,1048,VIEW_PRODUCT,15,
293,293,167,2021-07-22 22:40:31,102,1049,VIEW_PRODUCT,15,
294,294,167,2021-07-22 22:45:08,102,1050,VIEW_PRODUCT,15,
295,295,167,2021-07-22 22:48:32,102,1051,VIEW_PRODUCT,15,
296,296,167,2021-07-22 22:49:39,102,1052,VIEW_PRODUCT,15,
297,297,167,2021-07-22 22:50:00,102,1053,VIEW_PRODUCT,15,
298,298,167,2021-07-22 22:52:37,102,1054,VIEW_PRODUCT,15,
299,299,167,2021-07-22 22:54:38,102,1055,VIEW_PRODUCT,15,
300,300,167,2021-07-22 22:57:54,102,1056,VIEW_PRODUCT,15,
301,301,167,2021-07-22 22:59:23,102,1057,VIEW_PRODUCT,15,
302,302,167,2021-07-22 23:04:12,102,1057,BUY_PRODUCT,15,20015.0
303,303,168,2021-07-30 20:53:58,102,1040,VIEW_PRODUCT,15,
304,304,168,2021-07-30 20:56:51,102,1041,VIEW_PRODUCT,15,
305,305,168,2021-07-30 20:56:58,102,1042,VIEW_PRODUCT,15,
306,306,168,2021-07-30 21:00:05,102,1043,VIEW_PRODUCT,15,
307,307,168,2021-07-30 21:00:58,102,1044,VIEW_PRODUCT,15,
308,308,168,2021-07-30 21:04:26,102,1045,VIEW_PRODUCT,15,
309,309,168,2021-07-30 21:05:40,102,1046,VIEW_PRODUCT,15,
310,310,168,2021-07-30 21:09:58,102,1047,VIEW_PRODUCT,15,
311,311,168,2021-07-30 21:12:34,102,1084,VIEW_PRODUCT,15,
312,312,168,2021-07-30 21:14:56,102,1002,VIEW_PRODUCT,15,
313,313,168,2021-07-30 21:16:53,102,1003,VIEW_PRODUCT,15,
314,314,168,2021-07-30 21:18:22,102,1075,VIEW_PRODUCT,15,
315,315,168,2021-07-30 21:19:57,102,1076,VIEW_PRODUCT,15,
316,316,168,2021-07-30 21:21:20,102,1077,VIEW_PRODUCT,15,
317,317,168,2021-07-30 21:26:16,102,1078,VIEW_PRODUCT,15,
318,318,168,2021-07-30 21:26:39,102,1079,VIEW_PRODUCT,15,
319,319,168,2021-07-30 21:29:51,102,1080,VIEW_PRODUCT,15,
320,320,168,2021-07-30 21:33:40,102,1081,VIEW_PRODUCT,15,
321,321,169,2021-07-31 01:29:00,102,1048,VIEW_PRODUCT,5,
322,322,169,2021-07-31 01:30:03,102,1049,VIEW_PRODUCT,5,
323,323,169,2021-07-31 01:34:38,102,1050,VIEW_PRODUCT,5,
324,324,169,2021-07-31 01:37:16,102,1051,VIEW_PRODUCT,5,
325,325,169,2021-07-31 01:38:41,102,1052,VIEW_PRODUCT,5,
326,326,169,2021-07-31 01:39:18,102,1053,VIEW_PRODUCT,5,
327,327,169,2021-07-31 01:41:33,102,1054,VIEW_PRODUCT,5,
328,328,169,2021-07-31 01:43:01,102,1055,VIEW_PRODUCT,5,
329,329,169,2021-07-31 01:44:50,102,1056,VIEW_PRODUCT,5,
330,330,169,2021-07-31 01:46:12,102,1057,VIEW_PRODUCT,5,
331,331,169,2021-07-31 01:47:12,102,1057,BUY_PRODUCT,5,20016.0
334,334,171,2021-08-05 09:06:07,102,1004,VIEW_PRODUCT,5,
335,335,171,2021-08-05 09:06:18,102,1005,VIEW_PRODUCT,5,
336,336,171,2021-08-05 09:10:22,102,1006,VIEW_PRODUCT,5,
337,337,171,2021-08-05 09:13:01,102,1007,VIEW_PRODUCT,5,
338,338,171,2021-08-05 09:15:17,102,1008,VIEW_PRODUCT,5,
339,339,171,2021-08-05 09:19:19,102,1009,VIEW_PRODUCT,5,
340,340,171,2021-08-05 09:20:19,102,1010,VIEW_PRODUCT,5,
341,341,171,2021-08-05 09:23:13,102,1011,VIEW_PRODUCT,5,
342,342,171,2021-08-05 09:24:36,102,1012,VIEW_PRODUCT,5,
343,343,171,2021-08-05 09:28:48,102,1013,VIEW_PRODUCT,5,
344,344,172,2021-08-07 04:28:09,102,1284,VIEW_PRODUCT,10,
345,345,172,2021-08-07 04:31:14,102,1285,VIEW_PRODUCT,10,
346,346,172,2021-08-07 04:32:02,102,1286,VIEW_PRODUCT,10,
347,347,172,2021-08-07 04:35:14,102,1287,VIEW_PRODUCT,10,
348,348,172,2021-08-07 04:35:54,102,1288,VIEW_PRODUCT,10,
349,349,172,2021-08-07 04:40:10,102,1289,VIEW_PRODUCT,10,
350,350,172,2021-08-07 04:44:44,102,1290,VIEW_PRODUCT,10,
351,351,172,2021-08-07 04:49:26,102,1291,VIEW_PRODUCT,10,
352,352,172,2021-08-07 04:53:49,102,1292,VIEW_PRODUCT,10,
353,353,172,2021-08-07 04:58:11,102,1293,VIEW_PRODUCT,10,
354,354,172,2021-08-07 05:01:41,102,1293,BUY_PRODUCT,10,20018.0
355,355,173,2021-08-07 11:29:27,102,1004,VIEW_PRODUCT,5,
356,356,173,2021-08-07 11:33:46,102,1005,VIEW_PRODUCT,5,
357,357,173,2021-08-07 11:37:42,102,1006,VIEW_PRODUCT,5,
358,358,173,2021-08-07 11:41:16,102,1007,VIEW_PRODUCT,5,
359,359,173,2021-08-07 11:43:55,102,1008,VIEW_PRODUCT,5,
360,360,173,2021-08-07 11:48:07,102,1009,VIEW_PRODUCT,5,
361,361,173,2021-08-07 11:51:45,102,1010,VIEW_PRODUCT,5,
362,362,173,2021-08-07 11:55:28,102,1011,VIEW_PRODUCT,5,
363,363,173,2021-08-07 11:57:05,102,1012,VIEW_PRODUCT,5,
364,364,173,2021-08-07 12:00:35,102,1013,VIEW_PRODUCT,5,
365,365,173,2021-08-07 12:03:37,102,1048,VIEW_PRODUCT,5,
366,366,173,2021-08-07 12:03:49,102,1049,VIEW_PRODUCT,5,
367,367,173,2021-08-07 12:05:23,102,1050,VIEW_PRODUCT,5,
368,368,173,2021-08-07 12:06:00,102,1051,VIEW_PRODUCT,5,
369,369,173,2021-08-07 12:10:45,102,1052,VIEW_PRODUCT,5,
370,370,173,2021-08-07 12:12:53,102,1053,VIEW_PRODUCT,5,
371,371,173,2021-08-07 12:17:00,102,1054,VIEW_PRODUCT,5,
372,372,173,2021-08-07 12:20:29,102,1055,VIEW_PRODUCT,5,
373,373,173,2021-08-07 12:21:20,102,1056,VIEW_PRODUCT,5,
374,374,173,2021-08-07 12:24:35,102,1057,VIEW_PRODUCT,5,
377,377,175,2021-08-16 03:18:31,102,1283,VIEW_PRODUCT,0,
378,378,175,2021-08-16 03:22:30,102,1283,BUY_PRODUCT,0,20019.0
379,379,176,2021-08-17 08:35:17,102,1276,VIEW_PRODUCT,0,
380,380,176,2021-08-17 08:37:15,102,1277,VIEW_PRODUCT,0,
381,381,177,2021-08-21 19:16:01,102,1233,VIEW_PRODUCT,15,
382,382,177,2021-08-21 19:19:10,102,1234,VIEW_PRODUCT,15,
383,383,177,2021-08-21 19:22:20,102,1072,VIEW_PRODUCT,15,
384,384,177,2021-08-21 19:23:20,102,1073,VIEW_PRODUCT,15,
385,385,177,2021-08-21 19:25:52,102,1074,VIEW_PRODUCT,15,
386,386,177,2021-08-21 19:27:26,102,1201,VIEW_PRODUCT,15,
387,387,177,2021-08-21 19:31:25,102,1222,VIEW_PRODUCT,15,
390,390,179,2021-08-30 02:20:54,102,1233,VIEW_PRODUCT,20,
391,391,179,2021-08-30 02:25:12,102,1234,VIEW_PRODUCT,20,
392,392,179,2021-08-30 02:29:33,102,1234,BUY_PRODUCT,20,20021.0
404,404,182,2021-09-09 09:06:30,102,1004,VIEW_PRODUCT,15,
405,405,182,2021-09-09 09:07:58,102,1005,VIEW_PRODUCT,15,
406,406,182,2021-09-09 09:11:03,102,1006,VIEW_PRODUCT,15,
407,407,182,2021-09-09 09:12:24,102,1007,VIEW_PRODUCT,15,
408,408,182,2021-09-09 09:15:27,102,1008,VIEW_PRODUCT,15,
409,409,182,2021-09-09 09:17:08,102,1009,VIEW_PRODUCT,15,
410,410,182,2021-09-09 09:19:40,102,1010,VIEW_PRODUCT,15,
411,411,182,2021-09-09 09:22:26,102,1011,VIEW_PRODUCT,15,
412,412,182,2021-09-09 09:23:22,102,1012,VIEW_PRODUCT,15,
413,413,182,2021-09-09 09:23:34,102,1013,VIEW_PRODUCT,15,
414,414,182,2021-09-09 09:23:57,102,1013,BUY_PRODUCT,15,20023.0
415,415,183,2021-09-12 22:02:21,102,1035,VIEW_PRODUCT,0,
416,416,183,2021-09-12 22:07:03,102,1067,VIEW_PRODUCT,0,
417,417,183,2021-09-12 22:07:54,102,1276,VIEW_PRODUCT,0,
418,418,183,2021-09-12 22:10:15,102,1277,VIEW_PRODUCT,0,
419,419,183,2021-09-12 22:11:50,102,1284,VIEW_PRODUCT,0,
420,420,183,2021-09-12 22:12:03,102,1285,VIEW_PRODUCT,0,
421,421,183,2021-09-12 22:12:22,102,1286,VIEW_PRODUCT,0,
422,422,183,2021-09-12 22:15:29,102,1287,VIEW_PRODUCT,0,
423,423,183,2021-09-12 22:17:42,102,1288,VIEW_PRODUCT,0,
424,424,183,2021-09-12 22:18:16,102,1289,VIEW_PRODUCT,0,
425,425,183,2021-09-12 22:21:11,102,1290,VIEW_PRODUCT,0,
426,426,183,2021-09-12 22:24:07,102,1291,VIEW_PRODUCT,0,
427,427,183,2021-09-12 22:25:20,102,1292,VIEW_PRODUCT,0,
428,428,183,2021-09-12 22:27:11,102,1293,VIEW_PRODUCT,0,
429,429,183,2021-09-12 22:28:25,102,1293,BUY_PRODUCT,0,20024.0
430,430,184,2021-09-13 22:24:18,102,1318,VIEW_PRODUCT,10,
